24-Apr-23 16:29:14.064889 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-23 16:29:14.065890 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-23 16:29:14.068891 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-23 16:29:14.069890 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_settings()                                              
24-Apr-23 16:29:14.069890 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: D:\work\project\AutoExecDoc\db\settings.db    
24-Apr-23 16:29:14.525371 | DEBUG    | MAIN LOGGER                    | IN config_controllers()                                                         
24-Apr-23 16:29:14.525371 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar(statusbar)                                                 
24-Apr-23 16:29:14.526381 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-23 16:29:14.526381 | DEBUG    | MAIN LOGGER                    | IN connect_structureexecdoc(tr_sed, title_sed)                                  
24-Apr-23 16:29:14.526381 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-23 16:29:14.531376 | DEBUG    | MAIN LOGGER                    | IN connect_pages_template(lw_pt)                                                
24-Apr-23 16:29:14.533377 | DEBUG    | MAIN LOGGER                    | IN connect_inputforms(sa_if, sa_ifl)                                            
24-Apr-23 16:29:14.533377 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-23 16:29:15.536311 | DEBUG    | MAIN LOGGER                    | IN open_project()                                                               
24-Apr-23 16:29:15.536486 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-23 16:29:17.724698 | DEBUG    | MAIN LOGGER                    | select_folder_for_open_project() -> C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.724698 | DEBUG    | MAIN LOGGER                    | IN set_project_dirpaths(folder_path: str): folder_path = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.726699 | DEBUG    | MAIN LOGGER                    | set_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.726699 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.726699 | DEBUG    | MAIN LOGGER                    | set_db_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs\project.db
24-Apr-23 16:29:17.727700 | DEBUG    | MAIN LOGGER                    | IN config_open_project()                                                        
24-Apr-23 16:29:17.727700 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.727700 | DEBUG    | MAIN LOGGER                    | IN add_or_update_open_project_to_db()                                           
24-Apr-23 16:29:17.728700 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: D:\work\project\AutoExecDoc\db\settings.db    
24-Apr-23 16:29:17.730698 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.730698 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.737700 | DEBUG    | MAIN LOGGER                    | IN update_project_to_db()                                                       
24-Apr-23 16:29:17.737700 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: D:\work\project\AutoExecDoc\db\settings.db    
24-Apr-23 16:29:17.738700 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.739702 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs
24-Apr-23 16:29:17.743856 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_project()                                               
24-Apr-23 16:29:17.744856 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs\project.db
24-Apr-23 16:29:17.745857 | DEBUG    | MAIN LOGGER                    | IN update_structure_exec_doc()                                                  
24-Apr-23 16:29:17.745857 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-23 16:29:17.746859 | DEBUG    | MAIN LOGGER                    | get_current_name() -> str: dfsfdsfs                                             
24-Apr-23 16:29:17.746859 | DEBUG    | MAIN LOGGER                    | IN get_project_node() -> object                                                 
24-Apr-23 16:29:17.747860 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs\project.db
24-Apr-23 16:29:17.749857 | DEBUG    | MAIN LOGGER                    | IN dfs(parent_node): parent_node = {'id_node': 0, 'name_node': 'Проект', 'id_parent': None, 'order_node': '0', 'type_node': 'PROJECT', 'template_name': None, 'included': None}
24-Apr-23 16:29:17.750861 | DEBUG    | MAIN LOGGER                    | IN get_childs(parent_node) -> list: parent_node = {'id_node': 0, 'name_node': 'Проект', 'id_parent': None, 'order_node': '0', 'type_node': 'PROJECT', 'template_name': None, 'included': None}
24-Apr-23 16:29:17.750861 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/dfsfdsfs\project.db
