24-Apr-18 02:41:47.967192 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-18 02:41:47.968180 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-18 02:41:47.969182 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-18 02:41:47.970182 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_settings()                                              
24-Apr-18 02:41:47.970182 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-18 02:41:48.012613 | DEBUG    | MAIN LOGGER                    | IN view_test_pdf(self):                                                         
24-Apr-18 02:41:48.013616 | DEBUG    | MAIN LOGGER                    | get_documents_dirpath() -> str: C:/Users/hayar/OneDrive/Документы               
24-Apr-18 02:41:48.014613 | DEBUG    | MAIN LOGGER                    | IN load_pdf_for_view(self, file_path): file_path = C:\Users\hayar\OneDrive\Документы\test.pdf
24-Apr-18 02:41:48.062637 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar()                                                          
24-Apr-18 02:41:48.063624 | DEBUG    | MAIN LOGGER                    | set_statusbar()                                                                 
24-Apr-18 02:41:48.063624 | DEBUG    | MAIN LOGGER                    | get_statusbar()                                                                 
24-Apr-18 02:41:48.064625 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-18 02:41:48.065625 | DEBUG    | MAIN LOGGER                    | IN connect_structureexecdoc()                                                   
24-Apr-18 02:41:48.066742 | DEBUG    | MAIN LOGGER                    | set_tr_sed()                                                                    
24-Apr-18 02:41:48.067626 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-18 02:41:48.068627 | DEBUG    | MAIN LOGGER                    | get_tr_sed() -> object                                                          
24-Apr-18 02:41:48.069627 | DEBUG    | MAIN LOGGER                    | IN connect_pagestemplate(lw_pt)                                                 
24-Apr-18 02:41:48.069627 | DEBUG    | MAIN LOGGER                    | set_lw_pt()                                                                     
24-Apr-18 02:41:48.070626 | DEBUG    | MAIN LOGGER                    | IN connect_pagestemplate(sa_i, sa_il)                                           
24-Apr-18 02:41:48.071639 | DEBUG    | MAIN LOGGER                    | set_sa()                                                                        
24-Apr-18 02:41:48.074628 | DEBUG    | MAIN LOGGER                    | IN add_widget(widget)                                                           
24-Apr-18 02:41:48.074628 | DEBUG    | MAIN LOGGER                    | get_sa_il() -> object                                                           
24-Apr-18 02:41:48.075627 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-18 02:41:49.417106 | DEBUG    | MAIN LOGGER                    | IN open_project()                                                               
24-Apr-18 02:41:49.418107 | DEBUG    | MAIN LOGGER                    | is_active_status() -> bool: False                                               
24-Apr-18 02:41:49.419107 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-18 02:41:51.495172 | DEBUG    | MAIN LOGGER                    | select_folder_for_open_project() -> C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.495172 | DEBUG    | MAIN LOGGER                    | IN set_project_dirpaths(folder_path: str): folder_path = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.496172 | DEBUG    | MAIN LOGGER                    | set_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.497172 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.497172 | DEBUG    | MAIN LOGGER                    | set_db_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.498173 | DEBUG    | MAIN LOGGER                    | IN config_open_project()                                                        
24-Apr-18 02:41:51.499174 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.499174 | DEBUG    | MAIN LOGGER                    | set_current_name(name: str): name = яблоко                                      
24-Apr-18 02:41:51.500174 | DEBUG    | MAIN LOGGER                    | IN add_or_update_open_project_to_db()                                           
24-Apr-18 02:41:51.501174 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-18 02:41:51.503173 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.504174 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.505174 | DEBUG    | MAIN LOGGER                    | IN update_project_to_db()                                                       
24-Apr-18 02:41:51.506293 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-18 02:41:51.508176 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.509187 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко
24-Apr-18 02:41:51.515802 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_project()                                               
24-Apr-18 02:41:51.515802 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.516912 | DEBUG    | MAIN LOGGER                    | IN create_structure_exec_doc()                                                  
24-Apr-18 02:41:51.517803 | DEBUG    | MAIN LOGGER                    | IN get_project_node()                                                           
24-Apr-18 02:41:51.519801 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.521800 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 0, 'name_node': 'Проект', 'id_parent': None, 'type_node': 'PROJECT', 'id_left': None, 'id_right': None, 'template_name': ''}: int) 
24-Apr-18 02:41:51.522802 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.524800 | DEBUG    | MAIN LOGGER                    | get_tr_sed() -> object                                                          
24-Apr-18 02:41:51.525813 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.526909 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 10, 'name_node': 'Титульный лист', 'id_parent': 0, 'type_node': 'FORM', 'id_left': None, 'id_right': 11, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.527802 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.529804 | DEBUG    | MAIN LOGGER                    | get_tr_sed() -> object                                                          
24-Apr-18 02:41:51.530804 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.531807 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 11, 'name_node': 'Реестр документации', 'id_parent': 0, 'type_node': 'FORM', 'id_left': 10, 'id_right': 12, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.532805 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.535816 | DEBUG    | MAIN LOGGER                    | get_tr_sed() -> object                                                          
24-Apr-18 02:41:51.536940 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.537803 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 12, 'name_node': 'Паспорт трассы', 'id_parent': 0, 'type_node': 'GROUP', 'id_left': 11, 'id_right': None, 'template_name': None}: int) 
24-Apr-18 02:41:51.538804 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.540805 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.541804 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.542808 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.543805 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1201, 'name_node': 'ПТ-1', 'id_parent': 12, 'type_node': 'FORM', 'id_left': None, 'id_right': 1202, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.543805 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.547030 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.548808 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.549810 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.549810 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1202, 'name_node': 'ПТ-2', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1201, 'id_right': 1203, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.550811 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.552812 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.553808 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.554807 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.555808 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1203, 'name_node': 'ПТ-3', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1202, 'id_right': 1204, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.556811 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.558808 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.559814 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.560822 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.561823 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1204, 'name_node': 'ПТ-4', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1203, 'id_right': 1205, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.562812 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.563812 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.564822 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.565813 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.566943 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1205, 'name_node': 'ПТ-5', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1204, 'id_right': 1206, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.567812 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.569813 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.571814 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.572811 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.572811 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1206, 'name_node': 'ПТ-6', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1205, 'id_right': 1207, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.573815 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.575816 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.577814 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.577814 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.578815 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1207, 'name_node': 'ПТ-7', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1206, 'id_right': 1208, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.579814 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.581814 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.582817 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.583817 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.584826 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1208, 'name_node': 'ПТ-8', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1207, 'id_right': 1209, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.585817 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.588816 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.590818 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.591819 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.591819 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1209, 'name_node': 'ПТ-9', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1208, 'id_right': 1210, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.592818 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.594820 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.595829 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.596926 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.597818 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1210, 'name_node': 'ПТ-10', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1209, 'id_right': 1211, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.599036 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.601044 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.603470 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.604478 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.604478 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1211, 'name_node': 'ПТ-11', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1210, 'id_right': 1212, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.605489 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.607479 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.608479 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.609480 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.610491 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1212, 'name_node': 'ПТ-12', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1211, 'id_right': 1213, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.611481 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.613480 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.615482 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.616482 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.616482 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1213, 'name_node': 'ПТ-13', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1212, 'id_right': 1214, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.617482 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.619493 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.621481 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.622492 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.622492 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1214, 'name_node': 'ПТ-14', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1213, 'id_right': 1215, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.623483 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.626481 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.628484 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.629484 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.629484 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1215, 'name_node': 'ПТ-15', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1214, 'id_right': 1216, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.630495 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.633484 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.634497 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.635483 | DEBUG    | MAIN LOGGER                    | get_nodes_to_items()                                                            
24-Apr-18 02:41:51.636595 | DEBUG    | MAIN LOGGER                    | IN get_childs({'id_node': 1216, 'name_node': 'ПТ-16', 'id_parent': 12, 'type_node': 'FORM', 'id_left': 1215, 'id_right': None, 'template_name': 'main'}: int) 
24-Apr-18 02:41:51.637485 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/яблоко\project.db
24-Apr-18 02:41:51.639484 | DEBUG    | MAIN LOGGER                    | IN set_true_actives_project()                                                   
24-Apr-18 02:41:51.639484 | DEBUG    | MAIN LOGGER                    | set_status_active(status: bool): status = True                                  
24-Apr-18 02:41:51.641487 | DEBUG    | MAIN LOGGER                    | set_status_save(status: bool): status = True                                    
24-Apr-18 02:41:51.642488 | DEBUG    | MAIN LOGGER                    | get_current_name() -> str: яблоко                                               
24-Apr-18 02:41:51.642488 | DEBUG    | MAIN LOGGER                    | get_statusbar()                                                                 
24-Apr-18 02:41:51.643498 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект c именем яблоко открыт.)                       
