24-Apr-17 20:59:27.772608 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-17 20:59:27.773609 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-17 20:59:27.774616 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-17 20:59:27.775608 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_settings()                                              
24-Apr-17 20:59:27.775608 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-17 20:59:27.777105 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-17 20:59:27.778116 | DEBUG    | MAIN LOGGER                    | set_conn_db_settings()                                                          
24-Apr-17 20:59:27.779107 | DEBUG    | MAIN LOGGER                    | get_conn_db_settings()                                                          
24-Apr-17 20:59:27.779107 | DEBUG    | MAIN LOGGER                    | set_curs_db_settings()                                                          
24-Apr-17 20:59:27.805230 | DEBUG    | MAIN LOGGER                    | IN view_test_pdf(self):                                                         
24-Apr-17 20:59:27.806229 | DEBUG    | MAIN LOGGER                    | get_documents_dirpath() -> str: C:/Users/hayar/OneDrive/Документы               
24-Apr-17 20:59:27.807232 | DEBUG    | MAIN LOGGER                    | IN load_pdf_for_view(self, file_path): file_path = C:\Users\hayar\OneDrive\Документы\test.pdf
24-Apr-17 20:59:27.837237 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar()                                                          
24-Apr-17 20:59:27.837237 | DEBUG    | MAIN LOGGER                    | set_statusbar()                                                                 
24-Apr-17 20:59:27.838240 | DEBUG    | MAIN LOGGER                    | get_statusbar()                                                                 
24-Apr-17 20:59:27.838240 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-17 20:59:27.839239 | DEBUG    | MAIN LOGGER                    | IN connect_structureexecdoc()                                                   
24-Apr-17 20:59:27.839239 | DEBUG    | MAIN LOGGER                    | set_tr_sed()                                                                    
24-Apr-17 20:59:27.840240 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-17 20:59:27.841240 | DEBUG    | MAIN LOGGER                    | get_tr_sed() -> object                                                          
24-Apr-17 20:59:27.841240 | DEBUG    | MAIN LOGGER                    | IN connect_pagestemplate(lw_pt)                                                 
24-Apr-17 20:59:27.842240 | DEBUG    | MAIN LOGGER                    | set_lw_pt()                                                                     
24-Apr-17 20:59:27.842240 | DEBUG    | MAIN LOGGER                    | IN connect_pagestemplate(sa_i, sa_il)                                           
24-Apr-17 20:59:27.843240 | DEBUG    | MAIN LOGGER                    | set_sa()                                                                        
24-Apr-17 20:59:27.845238 | DEBUG    | MAIN LOGGER                    | IN add_widget(widget)                                                           
24-Apr-17 20:59:27.845238 | DEBUG    | MAIN LOGGER                    | get_sa_il() -> object                                                           
24-Apr-17 20:59:27.845238 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-17 20:59:28.913850 | DEBUG    | MAIN LOGGER                    | IN open_project()                                                               
24-Apr-17 20:59:28.915215 | DEBUG    | MAIN LOGGER                    | is_active_status() -> bool: False                                               
24-Apr-17 20:59:28.915215 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-17 20:59:31.269361 | DEBUG    | MAIN LOGGER                    | select_folder_for_open_project() -> C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой
24-Apr-17 20:59:31.270361 | DEBUG    | MAIN LOGGER                    | IN set_project_dirpaths(folder_path: str): folder_path = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой
24-Apr-17 20:59:31.270361 | DEBUG    | MAIN LOGGER                    | set_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой
24-Apr-17 20:59:31.271362 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой
24-Apr-17 20:59:31.271362 | DEBUG    | MAIN LOGGER                    | set_db_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой\project.db
24-Apr-17 20:59:31.272362 | DEBUG    | MAIN LOGGER                    | IN config_open_project()                                                        
24-Apr-17 20:59:31.272362 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой
24-Apr-17 20:59:31.273361 | DEBUG    | MAIN LOGGER                    | set_current_name(name: str): name = Новая папочка с мамочкой                    
24-Apr-17 20:59:31.273361 | DEBUG    | MAIN LOGGER                    | IN add_or_update_open_project_to_db()                                           
24-Apr-17 20:59:31.273361 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/Новая папочка с мамочкой
