24-Apr-24 02:13:41.369614 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-24 02:13:41.369614 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-24 02:13:41.370617 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-24 02:13:41.370617 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_settings()                                              
24-Apr-24 02:13:41.371617 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-24 02:13:41.413786 | DEBUG    | MAIN LOGGER                    | IN config_controllers()                                                         
24-Apr-24 02:13:41.413786 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar(statusbar)                                                 
24-Apr-24 02:13:41.414783 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-24 02:13:41.414783 | DEBUG    | MAIN LOGGER                    | IN connect_structureexecdoc(tr_sed, title_sed)                                  
24-Apr-24 02:13:41.415783 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-24 02:13:41.415783 | DEBUG    | MAIN LOGGER                    | IN connect_pages_template(lw_pt)                                                
24-Apr-24 02:13:41.416784 | DEBUG    | MAIN LOGGER                    | IN connect_inputforms(sa_if, sa_ifl)                                            
24-Apr-24 02:13:41.416784 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-24 02:13:44.872946 | DEBUG    | MAIN LOGGER                    | IN save_project()                                                               
24-Apr-24 02:13:44.873941 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Нечего сохранять. Либо проект не открыт, либо форма не выбрана.)
24-Apr-24 02:13:46.000694 | DEBUG    | MAIN LOGGER                    | IN open_project()                                                               
24-Apr-24 02:13:46.001695 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-24 02:13:48.201849 | DEBUG    | MAIN LOGGER                    | select_folder_for_open_project() -> C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:13:48.201931 | DEBUG    | MAIN LOGGER                    | IN set_project_dirpaths(folder_path: str): folder_path = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:13:48.202857 | DEBUG    | MAIN LOGGER                    | set_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
