24-Apr-24 02:04:07.744461 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-24 02:04:07.745498 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-24 02:04:07.746502 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-24 02:04:07.747510 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_settings()                                              
24-Apr-24 02:04:07.747510 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-24 02:04:07.789503 | DEBUG    | MAIN LOGGER                    | IN config_controllers()                                                         
24-Apr-24 02:04:07.789503 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar(statusbar)                                                 
24-Apr-24 02:04:07.790504 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-24 02:04:07.790504 | DEBUG    | MAIN LOGGER                    | IN connect_structureexecdoc(tr_sed, title_sed)                                  
24-Apr-24 02:04:07.791609 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-24 02:04:07.792506 | DEBUG    | MAIN LOGGER                    | IN connect_pages_template(lw_pt)                                                
24-Apr-24 02:04:07.792506 | DEBUG    | MAIN LOGGER                    | IN connect_inputforms(sa_if, sa_ifl)                                            
24-Apr-24 02:04:07.793504 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-24 02:04:10.076359 | DEBUG    | MAIN LOGGER                    | IN open_project()                                                               
24-Apr-24 02:04:10.077362 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-24 02:04:14.151398 | DEBUG    | MAIN LOGGER                    | select_folder_for_open_project() -> C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.152395 | DEBUG    | MAIN LOGGER                    | IN set_project_dirpaths(folder_path: str): folder_path = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.152395 | DEBUG    | MAIN LOGGER                    | set_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.152395 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.153395 | DEBUG    | MAIN LOGGER                    | set_db_project_dirpath(dirpath: str): dirpath = C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа\project.db
24-Apr-24 02:04:14.153395 | DEBUG    | MAIN LOGGER                    | IN config_open_project()                                                        
24-Apr-24 02:04:14.153395 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.154394 | DEBUG    | MAIN LOGGER                    | IN add_or_update_open_project_to_db()                                           
24-Apr-24 02:04:14.154394 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-24 02:04:14.155394 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.156393 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.156393 | DEBUG    | MAIN LOGGER                    | IN update_project_to_db()                                                       
24-Apr-24 02:04:14.157395 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-24 02:04:14.157395 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.158396 | DEBUG    | MAIN LOGGER                    | get_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа
24-Apr-24 02:04:14.163395 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_project()                                               
24-Apr-24 02:04:14.163395 | DEBUG    | MAIN LOGGER                    | get_db_project_dirpath() -> str: C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/ваыа\project.db
24-Apr-24 02:04:14.164397 | DEBUG    | MAIN LOGGER                    | IN update_structure_exec_doc()                                                  
24-Apr-24 02:04:14.165398 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
