24-Apr-21 15:13:39.004114 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-21 15:13:39.006114 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-21 15:13:39.007114 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-21 15:13:39.007114 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db_settings()                                              
24-Apr-21 15:13:39.008113 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: d:\work\project\AutoExecDoc\db\settings.db    
24-Apr-21 15:13:39.078072 | DEBUG    | MAIN LOGGER                    | IN config_controllers()                                                         
24-Apr-21 15:13:39.078072 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar(statusbar)                                                 
24-Apr-21 15:13:39.079069 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-21 15:13:39.079069 | DEBUG    | MAIN LOGGER                    | IN connect_structureexecdoc(tr_sed, title_sed)                                  
24-Apr-21 15:13:39.080057 | DEBUG    | MAIN LOGGER                    | IN clear_tr_sed()                                                               
24-Apr-21 15:13:39.080057 | DEBUG    | MAIN LOGGER                    | IN connect_pages_template(lw_pt)                                                
24-Apr-21 15:13:39.081065 | DEBUG    | MAIN LOGGER                    | IN connect_inputforms(sa_if, sa_ifl)                                            
24-Apr-21 15:13:39.082057 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-21 15:13:40.205069 | DEBUG    | MAIN LOGGER                    | IN open_project()                                                               
24-Apr-21 15:13:40.205643 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-21 15:13:42.578271 | DEBUG    | MAIN LOGGER                    | select_folder_for_open_project() -> C:/Users/hayar/OneDrive/Документы/AutoExecDoc Projects/РАРАРАР
