24-Apr-14 21:50:48.122919 | DEBUG    | MAIN LOGGER                    | Config logger                                                                   
24-Apr-14 21:50:48.124900 | DEBUG    | MAIN LOGGER                    | IN create_and_config_files_and_folders()                                        
24-Apr-14 21:50:48.124900 | DEBUG    | MAIN LOGGER                    | get_default_folder_projects_dirpath() -> str: C:/Users/hayar/OneDrive/Документы\AutoExecDoc Projects
24-Apr-14 21:50:48.124900 | DEBUG    | MAIN LOGGER                    | IN create_and_config_db()                                                       
24-Apr-14 21:50:48.125900 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: D:\work\project\AutoExecDoc\db\settings.db    
24-Apr-14 21:50:48.125900 | DEBUG    | MAIN LOGGER                    | get_db_settings_dirpath() -> str: D:\work\project\AutoExecDoc\db\settings.db    
24-Apr-14 21:50:48.156914 | DEBUG    | MAIN LOGGER                    | IN view_test_pdf(self):                                                         
24-Apr-14 21:50:48.156914 | DEBUG    | MAIN LOGGER                    | get_documents_dirpath() -> str: C:/Users/hayar/OneDrive/Документы               
24-Apr-14 21:50:48.157926 | DEBUG    | MAIN LOGGER                    | IN load_pdf_for_view(self, file_path): file_path = C:\Users\hayar\OneDrive\Документы\test.pdf
24-Apr-14 21:50:48.193493 | DEBUG    | MAIN LOGGER                    | IN connect_statusbar()                                                          
24-Apr-14 21:50:48.194497 | DEBUG    | MAIN LOGGER                    | set_statusbar(statusbar)                                                        
24-Apr-14 21:50:48.195495 | DEBUG    | MAIN LOGGER                    | get_statusbar() -> MainWindow._statusbar                                        
24-Apr-14 21:50:48.195495 | DEBUG    | MAIN LOGGER                    | set_message_for_statusbar(Проект не открыт)                                     
24-Apr-14 21:50:48.195495 | DEBUG    | MAIN LOGGER                    | IN connecting_actions()                                                         
24-Apr-14 21:50:59.204152 | DEBUG    | MAIN LOGGER                    | set_zoom_to_fit_view(self)                                                      
